"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Bristol School District","900308490","2012-2013","Male","Student Enrollment","Number","4356"
"Bristol School District","900308490","2013-2014","Female","Student Enrollment","Number","3971"
"Bristol School District","900308490","2013-2014","Male","Student Enrollment","Number","4297"
"Bristol School District","900308490","2014-2015","Female","Student Enrollment","Number","3974"
"Bristol School District","900308490","2014-2015","Male","Student Enrollment","Number","4259"
"Bristol School District","900308490","2015-2016","Female","Student Enrollment","Number","3964"
"Bristol School District","900308490","2015-2016","Male","Student Enrollment","Number","4206"
"Bristol School District","900308490","2016-2017","Female","Student Enrollment","Number","3892"
"Bristol School District","900308490","2016-2017","Male","Student Enrollment","Number","4181"
"Brookfield School District","900108980","2007-2008","Female","Student Enrollment","Number","1465"
"Brookfield School District","900108980","2007-2008","Male","Student Enrollment","Number","1490"
"Brookfield School District","900108980","2008-2009","Female","Student Enrollment","Number","1460"
"Brookfield School District","900108980","2008-2009","Male","Student Enrollment","Number","1492"
"Brookfield School District","900108980","2009-2010","Female","Student Enrollment","Number","1428"
"Brookfield School District","900108980","2009-2010","Male","Student Enrollment","Number","1478"
"Brookfield School District","900108980","2010-2011","Female","Student Enrollment","Number","1419"
"Brookfield School District","900108980","2010-2011","Male","Student Enrollment","Number","1455"
"Brookfield School District","900108980","2011-2012","Female","Student Enrollment","Number","1430"
"Brookfield School District","900108980","2011-2012","Male","Student Enrollment","Number","1415"
"Brookfield School District","900108980","2012-2013","Female","Student Enrollment","Number","1386"
"Brookfield School District","900108980","2012-2013","Male","Student Enrollment","Number","1407"
"Brookfield School District","900108980","2013-2014","Female","Student Enrollment","Number","1386"
"Brookfield School District","900108980","2013-2014","Male","Student Enrollment","Number","1385"
"Brookfield School District","900108980","2014-2015","Female","Student Enrollment","Number","1354"
"Brookfield School District","900108980","2014-2015","Male","Student Enrollment","Number","1365"
"Brookfield School District","900108980","2015-2016","Female","Student Enrollment","Number","1318"
"Brookfield School District","900108980","2015-2016","Male","Student Enrollment","Number","1374"
"Brookfield School District","900108980","2016-2017","Female","Student Enrollment","Number","1312"
"Brookfield School District","900108980","2016-2017","Male","Student Enrollment","Number","1361"
"Brooklyn School District","","2007-2008","Female","Student Enrollment","Number","486"
"Brooklyn School District","","2007-2008","Male","Student Enrollment","Number","507"
"Brooklyn School District","","2008-2009","Female","Student Enrollment","Number","492"
"Brooklyn School District","","2008-2009","Male","Student Enrollment","Number","495"
"Brooklyn School District","","2009-2010","Female","Student Enrollment","Number","488"
"Brooklyn School District","","2009-2010","Male","Student Enrollment","Number","484"
"Brooklyn School District","","2010-2011","Female","Student Enrollment","Number","460"
"Brooklyn School District","","2010-2011","Male","Student Enrollment","Number","497"
"Brooklyn School District","","2011-2012","Female","Student Enrollment","Number","445"
"Brooklyn School District","","2011-2012","Male","Student Enrollment","Number","494"
"Brooklyn School District","","2012-2013","Female","Student Enrollment","Number","450"
"Brooklyn School District","","2012-2013","Male","Student Enrollment","Number","498"
"Brooklyn School District","","2013-2014","Female","Student Enrollment","Number","438"
"Brooklyn School District","","2013-2014","Male","Student Enrollment","Number","488"
"Brooklyn School District","","2014-2015","Female","Student Enrollment","Number","449"
"Brooklyn School District","","2014-2015","Male","Student Enrollment","Number","471"
"Brooklyn School District","","2015-2016","Female","Student Enrollment","Number","441"
"Brooklyn School District","","2015-2016","Male","Student Enrollment","Number","467"
"Brooklyn School District","","2016-2017","Female","Student Enrollment","Number","418"
"Brooklyn School District","","2016-2017","Male","Student Enrollment","Number","445"
"Canaan School District","","2007-2008","Female","Student Enrollment","Number","57"
"Canaan School District","","2007-2008","Male","Student Enrollment","Number","45"
"Canaan School District","","2008-2009","Female","Student Enrollment","Number","45"
"Canaan School District","","2008-2009","Male","Student Enrollment","Number","40"
"Canaan School District","","2009-2010","Female","Student Enrollment","Number","53"
"Canaan School District","","2009-2010","Male","Student Enrollment","Number","42"
"Canaan School District","","2010-2011","Female","Student Enrollment","Number","45"
"Canaan School District","","2010-2011","Male","Student Enrollment","Number","41"
"Canaan School District","","2011-2012","Female","Student Enrollment","Number","47"
"Canaan School District","","2011-2012","Male","Student Enrollment","Number","39"
"Canaan School District","","2012-2013","Female","Student Enrollment","Number","39"
"Canaan School District","","2012-2013","Male","Student Enrollment","Number","36"
"Canaan School District","","2013-2014","Female","Student Enrollment","Number","41"
"Canaan School District","","2013-2014","Male","Student Enrollment","Number","-9999"
"Canaan School District","","2014-2015","Female","Student Enrollment","Number","41"
"Canaan School District","","2014-2015","Male","Student Enrollment","Number","37"
"Canaan School District","","2015-2016","Female","Student Enrollment","Number","-9999"
"Canaan School District","","2015-2016","Male","Student Enrollment","Number","38"
"Canaan School District","","2016-2017","Female","Student Enrollment","Number","36"
"Canaan School District","","2016-2017","Male","Student Enrollment","Number","37"
"Canterbury School District","","2007-2008","Female","Student Enrollment","Number","246"
"Canterbury School District","","2007-2008","Male","Student Enrollment","Number","338"
"Canterbury School District","","2008-2009","Female","Student Enrollment","Number","263"
"Canterbury School District","","2008-2009","Male","Student Enrollment","Number","342"
"Canterbury School District","","2009-2010","Female","Student Enrollment","Number","249"
"Canterbury School District","","2009-2010","Male","Student Enrollment","Number","307"
"Canterbury School District","","2010-2011","Female","Student Enrollment","Number","240"
"Canterbury School District","","2010-2011","Male","Student Enrollment","Number","288"
"Canterbury School District","","2011-2012","Female","Student Enrollment","Number","224"
"Canterbury School District","","2011-2012","Male","Student Enrollment","Number","296"
"Canterbury School District","","2012-2013","Female","Student Enrollment","Number","224"
"Canterbury School District","","2012-2013","Male","Student Enrollment","Number","275"
"Canterbury School District","","2013-2014","Female","Student Enrollment","Number","205"
"Canterbury School District","","2013-2014","Male","Student Enrollment","Number","259"
"Canterbury School District","","2014-2015","Female","Student Enrollment","Number","220"
"Canterbury School District","","2014-2015","Male","Student Enrollment","Number","257"
"Canterbury School District","","2015-2016","Female","Student Enrollment","Number","214"
"Canterbury School District","","2015-2016","Male","Student Enrollment","Number","280"
"Canterbury School District","","2016-2017","Female","Student Enrollment","Number","204"
"Canterbury School District","","2016-2017","Male","Student Enrollment","Number","267"
"Canton School District","900312270","2007-2008","Female","Student Enrollment","Number","861"
"Canton School District","900312270","2007-2008","Male","Student Enrollment","Number","878"
"Canton School District","900312270","2008-2009","Female","Student Enrollment","Number","876"
"Canton School District","900312270","2008-2009","Male","Student Enrollment","Number","885"
"Canton School District","900312270","2009-2010","Female","Student Enrollment","Number","863"
